timestamp,Tair_C,RH_p,distance_m,Tinternal_C,T100_C,T50_C,T25_C,T10_C,T5_C,T0_C,T5s_C,T10s_C,T25s_C,T50s_C
11/17/23 21:56,7.6,76.5,NaN,9.06,7.13,6.69,7.75,6.19,6.06,6.13,6.69,6.75,6.63,7.31
11/17/23 22:00,8.3,73.8,1.377131353,9.06,7,6.5,5.88,5.94,5.94,6,6.69,6.75,6.63,7.31
11/17/23 22:04,8.3,73.8,NaN,9,7.06,6.56,6,6,6,6,6.69,6.75,6.63,7.31
11/17/23 22:08,7.8,74.8,1.385651475,8.94,7.63,7.19,8.31,6.5,6.31,6.19,6.63,6.75,6.63,7.31
11/17/23 22:12,7.8,74.8,1.223868937,8.88,7.19,6.75,7.75,6.25,6.06,6.13,6.63,6.75,6.63,7.31
11/17/23 22:16,8,75.7,1.231362925,8.81,7,6.63,7.75,6.13,6.06,6.06,6.63,6.75,6.63,7.31
11/17/23 22:20,8,75.7,1.227161468,8.81,7.38,7,8.25,6.44,6.31,6.19,6.63,6.75,6.63,7.31
11/17/23 22:24,7.8,75.8,1.36851563,8.75,7.44,7.13,8.38,6.56,6.38,6.19,6.63,6.75,6.63,7.31
11/17/23 22:29,7.8,75.8,1.221516958,8.69,7.56,7.13,6.38,6.5,6.38,6.19,6.69,6.75,6.63,7.31
11/17/23 22:33,7.9,76.4,1.227615323,8.69,7.63,7.19,6.94,6.63,6.5,6.25,6.63,6.75,6.63,7.31
11/17/23 22:37,7.9,76.4,1.219886017,8.63,7.63,7.19,8.38,6.63,6.44,6.25,6.63,6.75,6.63,7.31
11/17/23 22:41,8.1,75.9,1.225530719,8.63,7.75,7.31,6.81,6.75,6.56,6.25,6.63,6.75,6.56,7.31
11/17/23 22:45,8.1,75.9,1.222841308,8.63,7.31,6.88,8,6.44,6.31,6.25,6.63,6.75,6.56,7.31
11/17/23 22:49,8.1,76.6,1.223849837,8.63,7.69,7.19,7,6.81,6.63,6.44,6.63,6.75,6.56,7.31
11/17/23 22:53,8.1,76.6,1.223513661,8.56,7.81,7.31,8.38,6.88,6.81,6.56,6.63,6.69,6.63,7.31
11/17/23 22:57,8,77.1,1.219598846,8.56,7.5,7.06,8.38,6.88,6.75,6.56,6.63,6.75,6.63,7.25
11/17/23 23:01,8,77.1,1.219598846,8.56,7.75,7.38,6.94,7.06,7,6.69,6.69,6.69,6.56,7.31
11/17/23 23:05,8,77.9,NaN,8.56,8.13,7.56,8.56,7.13,7.06,6.75,6.63,6.75,6.56,7.25
11/17/23 23:09,8,77.9,NaN,8.56,7.44,7.06,6.94,6.88,6.88,6.69,6.75,6.69,6.56,7.25
11/17/23 23:13,8.2,78.9,NaN,8.63,6.88,6.75,7.81,6.63,6.56,6.56,6.69,6.69,6.56,7.25
11/17/23 23:17,8.2,78.9,1.292827666,8.63,6.81,6.63,6.38,6.5,6.5,6.5,6.69,6.69,6.56,7.25
11/17/23 23:21,7.8,81.1,1.283844395,8.56,6.75,6.56,6.31,6.5,6.5,6.56,6.63,6.69,6.56,7.25
11/17/23 23:25,7.8,81.1,1.234452841,8.56,7,6.75,8.13,6.69,6.69,6.63,6.69,6.69,6.56,7.25
11/17/23 23:29,7.6,85.7,1.236700397,8.56,7.75,7.44,8.44,7.31,7.19,6.94,6.75,6.69,6.56,7.25
11/17/23 23:33,7.6,85.7,1.230654604,8.56,7.56,7.25,7.06,7.13,7.13,6.88,6.75,6.69,6.56,7.25
11/17/23 23:37,8.2,87.2,1.243064729,8.56,8,7.69,8.81,7.56,7.5,7.13,6.81,6.69,6.56,7.25
11/17/23 23:41,8.2,87.2,1.277192689,8.56,8.06,7.81,8.88,7.56,7.5,7.13,6.81,6.69,6.56,7.25
11/17/23 23:45,8.6,85.7,1.294419307,8.56,7.88,7.63,8.75,7.5,7.44,7.13,6.81,6.69,6.56,7.25
11/17/23 23:49,8.6,85.7,NaN,8.63,7.88,7.56,7.19,7.38,7.31,7.06,6.75,6.69,6.56,7.25
11/17/23 23:53,8.9,84.8,NaN,8.63,8,7.63,8.63,7.5,7.44,7.13,6.81,6.69,6.56,7.25
11/17/23 23:57,8.9,84.8,NaN,8.63,7.88,7.56,8.56,7.44,7.38,7.13,6.81,6.69,6.5,7.25
11/18/23 0:01,8.6,86.3,1.356330706,8.63,8,7.63,8.75,7.44,7.44,7.13,6.81,6.69,6.56,7.25
11/18/23 0:05,8.6,86.3,1.356330706,8.63,7.75,7.44,7.06,7.25,7.19,7.06,6.81,6.69,6.56,7.25
11/18/23 0:09,8.6,85.7,1.355657756,8.63,7.75,7.44,6.94,7.25,7.19,7,6.81,6.69,6.56,7.25
11/18/23 0:13,8.6,85.7,1.348591781,8.63,7.69,7.38,8.38,7.19,7.19,7,6.81,6.69,6.56,7.25
11/18/23 0:17,8.5,86.5,NaN,8.63,7.56,7.31,8.44,7.19,7.13,7,6.81,6.69,6.5,7.25
11/18/23 0:21,8.5,86.5,NaN,8.63,7.5,7.13,6.94,7,7,6.94,6.81,6.69,6.5,7.25
11/18/23 0:25,8.4,87.4,NaN,8.63,7.38,7.13,8.56,6.94,6.94,6.88,6.75,6.69,6.5,7.25
11/18/23 0:29,8.4,87.4,NaN,8.63,7.19,6.94,6.81,6.81,6.81,6.81,6.75,6.69,6.5,7.25
11/18/23 0:33,8.2,88.2,NaN,8.63,7.13,6.88,8.25,6.81,6.81,6.81,6.75,6.69,6.5,7.25
11/18/23 0:37,8.2,88.2,NaN,8.63,7.06,6.81,8.25,6.75,6.75,6.75,6.75,6.69,6.5,7.25
11/18/23 0:41,7.8,89.2,NaN,8.56,7,6.75,6.5,6.75,6.75,6.75,6.75,6.69,6.5,7.25
11/18/23 0:45,7.8,89.2,NaN,8.56,7.06,6.75,6.56,6.75,6.75,6.75,6.75,6.69,6.5,7.25
11/18/23 0:49,7.6,90,NaN,8.5,7.13,6.88,8.25,6.81,6.81,6.75,6.75,6.63,6.5,7.25
11/18/23 0:53,7.6,90,1.358791813,8.5,7.25,6.94,6.44,6.81,6.81,6.81,6.75,6.69,6.5,7.25
11/18/23 0:57,7.6,90.7,1.368196379,8.44,7.19,6.94,6.44,6.88,6.88,6.81,6.75,6.63,6.5,7.25
11/18/23 1:01,7.6,90.7,1.359631506,8.44,7.25,6.94,8.38,6.88,6.88,6.88,6.75,6.69,6.5,7.25
11/18/23 1:05,7.8,90.9,1.358099724,8.44,7.5,7.19,6.81,7,7,6.88,6.75,6.63,6.5,7.25
11/18/23 1:09,7.8,90.9,1.359107715,8.44,7.38,7.06,8.38,7,6.94,6.88,6.75,6.63,6.5,7.25
11/18/23 1:13,7.8,90.9,1.359779708,8.44,7.44,7.19,8.38,7,7,6.94,6.75,6.69,6.5,7.19
11/18/23 1:17,7.8,90.9,NaN,8.44,7.38,7.06,8.56,6.94,6.94,6.88,6.81,6.63,6.5,7.25
11/18/23 1:21,8.1,89.7,1.356135213,8.44,7.88,7.44,7.06,7.19,7.13,7,6.81,6.63,6.5,7.25
11/18/23 1:26,8.1,89.7,1.355126684,8.44,7.63,7.25,6.88,7.13,7.06,6.94,6.75,6.63,6.5,7.19
11/18/23 1:30,8.2,88.2,1.311152532,8.44,7.63,7.19,7,7.06,7.06,7,6.81,6.63,6.5,7.19
11/18/23 1:34,8.2,88.2,1.357216872,8.44,8.31,7.94,9.25,7.63,7.5,7.13,6.81,6.63,6.5,7.25
11/18/23 1:38,8.3,88,1.30751812,8.44,8.13,7.75,8.94,7.56,7.44,7.19,6.81,6.69,6.5,7.19
11/18/23 1:42,8.3,88,1.352749907,8.5,8.13,7.75,7.44,7.56,7.5,7.25,6.88,6.63,6.5,7.25
11/18/23 1:46,8.6,86,1.29694287,8.5,7.94,7.63,7.44,7.5,7.44,7.25,6.88,6.69,6.44,7.25
11/18/23 1:50,8.6,86,1.303335895,8.5,8,7.69,8.81,7.5,7.5,7.25,6.88,6.69,6.5,7.19
11/18/23 1:54,8.9,86.1,1.2101031,8.56,8.06,7.81,8.81,7.63,7.56,7.25,6.88,6.69,6.5,7.19
11/18/23 1:58,8.9,86.1,1.281642092,8.56,7.81,7.56,7.19,7.38,7.38,7.19,6.88,6.69,6.5,7.19
11/18/23 2:02,8.8,87.2,1.282592951,8.56,7.88,7.63,7.38,7.44,7.44,7.19,6.88,6.69,6.44,7.25
11/18/23 2:06,8.8,87.2,1.28326614,8.63,7.88,7.63,8.81,7.5,7.44,7.19,6.88,6.69,6.5,7.19
11/18/23 2:10,8.6,88.8,1.230657296,8.63,8.25,8,7.75,7.88,7.81,7.44,6.88,6.69,6.44,7.19
11/18/23 2:14,8.6,88.8,1.236882083,8.63,7.94,7.69,7.44,7.63,7.56,7.31,6.94,6.63,6.5,7.19
11/18/23 2:18,8.6,89.3,1.281801495,8.63,8.13,7.88,7.56,7.75,7.69,7.44,6.94,6.69,6.44,7.19
11/18/23 2:22,8.6,89.3,1.269183683,8.63,8.31,8.06,7.81,7.94,7.81,7.5,6.94,6.63,6.44,7.25
11/18/23 2:26,8.7,88.9,1.269745429,8.69,8.25,8.06,9.25,7.88,7.81,7.5,6.94,6.69,6.5,7.19
11/18/23 2:30,8.7,88.9,1.270755034,8.75,8.25,7.94,7.81,7.88,7.81,7.5,6.94,6.69,6.5,7.19
11/18/23 2:34,8.9,88.6,1.272720759,8.75,8.31,8.06,9.38,7.88,7.81,7.5,7,6.69,6.5,7.19
11/18/23 2:38,8.9,88.6,1.263799426,8.81,8.38,8.19,9.44,8,7.94,7.56,7,6.69,6.5,7.19
11/18/23 2:42,9,88.6,1.260824664,8.81,8.38,8.13,9.25,8,7.88,7.5,7,6.69,6.44,7.19
11/18/23 2:46,9,88.6,1.265033586,8.81,8.44,8.25,9.63,8.06,8,7.56,7,6.69,6.44,7.19
11/18/23 2:50,9,88.7,1.286078195,8.88,8.44,8.25,9.25,7.94,7.88,7.56,7,6.69,6.5,7.19
11/18/23 2:54,9,88.7,1.287256694,8.88,7.94,7.69,8.81,7.63,7.56,7.38,7,6.69,6.5,7.19
11/18/23 2:58,9,89,1.276481853,8.88,7.63,7.44,7.06,7.38,7.38,7.31,6.94,6.69,6.44,7.19
11/18/23 3:02,9,89,1.27934392,8.88,7.81,7.5,8.38,7.38,7.38,7.25,6.94,6.69,6.44,7.19
11/18/23 3:06,8.5,89.1,1.257688518,8.88,7.63,7.38,6.94,7.31,7.31,7.25,6.94,6.69,6.44,7.19
11/18/23 3:10,8.5,89.1,1.265762485,8.88,8.06,7.75,8.75,7.5,7.44,7.25,6.94,6.69,6.44,7.19
11/18/23 3:14,8.3,90.2,1.303314422,8.88,8,7.75,8.69,7.5,7.44,7.25,6.94,6.69,6.5,7.19
11/18/23 3:18,8.3,90.2,1.252029311,8.88,8.06,7.75,8.88,7.56,7.56,7.31,6.94,6.69,6.44,7.19
11/18/23 3:22,8.5,91.3,1.249950967,8.88,8.06,7.81,8.88,7.63,7.56,7.38,6.94,6.69,6.44,7.19
11/18/23 3:26,8.5,91.3,1.265762485,8.88,8.13,7.88,7.63,7.69,7.69,7.38,7,6.69,6.44,7.19
11/18/23 3:30,8.5,91.5,1.311683171,8.88,8.13,7.81,7.5,7.75,7.69,7.44,7,6.69,6.44,7.19
11/18/23 3:34,8.5,91.5,1.311683171,8.88,8.06,7.81,7.56,7.75,7.69,7.38,7,6.69,6.44,7.19
11/18/23 3:38,8.6,91.5,1.316290182,8.88,8.13,7.88,7.63,7.75,7.75,7.44,7,6.69,6.44,7.19
11/18/23 3:42,8.6,91.5,1.319823169,8.88,8.19,7.94,9.31,7.81,7.81,7.5,7,6.69,6.44,7.19
11/18/23 3:46,8.6,91.6,1.326384432,8.88,8.13,7.88,9,7.75,7.69,7.5,7,6.69,6.44,7.19
11/18/23 3:50,8.6,91.6,1.329749182,8.88,8.13,7.94,9.19,7.75,7.75,7.44,7,6.69,6.44,7.19
11/18/23 3:54,8.6,91.7,1.329749182,8.94,8.19,8,7.88,7.88,7.81,7.56,7.06,6.69,6.44,7.19
11/18/23 3:58,8.6,91.7,1.333282169,8.94,8.19,7.94,9.19,7.88,7.81,7.56,7.06,6.69,6.44,7.19
11/18/23 4:02,8.6,91.8,1.321169069,8.94,8.25,8.06,7.88,7.94,7.88,7.63,7.06,6.69,6.44,7.19
11/18/23 4:06,8.6,91.8,1.328403282,8.94,8.38,8.13,8.56,8,7.94,7.63,7.06,6.69,6.44,7.19
11/18/23 4:10,8.6,91.8,NaN,8.94,8.31,8.25,9.31,8,8,7.69,7.06,6.69,6.44,7.19
11/18/23 4:14,8.6,91.8,1.226114883,8.94,8.44,8.19,9.5,8.06,8,7.69,7.06,6.69,6.44,7.19
11/18/23 4:18,8.7,92,1.222967106,9,8.38,8.13,8.38,8,8,7.69,7.13,6.69,6.44,7.19
11/18/23 4:23,8.7,92,1.228183394,9,8.31,8,7.81,7.88,7.88,7.63,7.13,6.69,6.44,7.19
11/18/23 4:27,8.8,92,1.224025526,9,8.31,8.13,9.44,8,8,7.69,7.13,6.69,6.44,7.19
11/18/23 4:31,8.8,92,1.227223173,9,8.19,8,9.25,7.94,7.94,7.69,7.13,6.69,6.44,7.19
11/18/23 4:35,8.6,92.1,1.216525346,9,8.25,8,9.25,7.94,7.88,7.63,7.13,6.69,6.44,7.19
11/18/23 4:39,8.6,92.1,1.220899521,9,8.5,8.31,9.63,8.19,8.13,7.75,7.13,6.69,6.44,7.19
11/18/23 4:43,8.6,92.2,1.219048908,9.06,8.56,8.38,9.06,8.31,8.25,7.88,7.13,6.69,6.44,7.19
11/18/23 4:47,8.6,92.2,1.222750133,9.06,8.56,8.38,9.75,8.25,8.25,7.81,7.19,6.75,6.44,7.19
11/18/23 4:51,8.9,92.4,1.219024433,9.06,8.69,8.63,9.75,8.38,8.31,7.88,7.19,6.75,6.44,7.19
11/18/23 4:55,8.9,92.4,1.223232609,9.06,8.56,8.44,9.69,8.25,8.19,7.88,7.19,6.75,6.44,7.19
11/18/23 4:59,9,92.5,1.218903801,9.13,8.5,8.44,9.69,8.25,8.19,7.81,7.19,6.69,6.44,7.19
11/18/23 5:03,9,92.5,1.224459578,9.13,8.44,8.25,8,8.13,8.13,7.81,7.19,6.69,6.44,7.19
11/18/23 5:07,9,92.5,1.219072158,9.13,8.56,8.44,9.75,8.31,8.25,7.88,7.19,6.75,6.44,7.19
11/18/23 5:11,9,92.5,1.223449437,9.13,8.63,8.5,9.75,8.31,8.31,7.94,7.25,6.69,6.44,7.19
11/18/23 5:15,9,92.5,1.226984931,9.13,8.38,8.25,8.19,8.19,8.13,7.88,7.25,6.75,6.44,7.19
11/18/23 5:19,9,92.5,1.219913942,9.19,8.75,8.75,9.81,8.5,8.44,8,7.25,6.75,6.44,7.19
11/18/23 5:23,8.9,92.6,1.222895955,9.19,8.44,8.38,9.69,8.25,8.19,7.94,7.25,6.75,6.44,7.19
11/18/23 5:27,8.9,92.6,1.219697741,9.19,8.5,8.31,9.69,8.25,8.19,7.88,7.25,6.75,6.44,7.19
11/18/23 5:31,9,92.7,1.219745585,9.25,8.56,8.44,9.75,8.31,8.25,7.94,7.25,6.75,6.44,7.19
11/18/23 5:35,9,92.7,1.224122864,9.25,8.63,8.5,9.75,8.31,8.31,8,7.25,6.75,6.44,7.19
11/18/23 5:39,9,92.7,1.219913942,9.25,8.5,8.38,9.63,8.25,8.19,7.88,7.25,6.75,6.44,7.19
11/18/23 5:43,9,92.7,1.219408871,9.25,8.44,8.25,9.56,8.19,8.13,7.94,7.25,6.75,6.44,7.19
11/18/23 5:47,9,92.8,1.220082299,9.25,8.63,8.44,9.69,8.19,8.13,7.88,7.25,6.75,6.44,7.19
11/18/23 5:51,9,92.8,1.219577228,9.25,8.63,8.38,8.06,8.31,8.25,7.94,7.25,6.75,6.44,7.19
11/18/23 5:55,8.9,92.9,1.222390974,9.31,8.88,8.69,8.38,8.44,8.38,7.94,7.25,6.75,6.44,7.19
11/18/23 5:59,8.9,92.9,1.218519452,9.31,9.13,9.06,8.69,8.69,8.63,8.13,7.31,6.75,6.44,7.19
11/18/23 6:03,9,92.9,1.219913942,9.31,9,8.94,10,8.63,8.56,8.13,7.31,6.75,6.44,7.19
11/18/23 6:07,9,92.9,1.219577228,9.38,8.81,8.63,8.94,8.44,8.38,8.06,7.31,6.75,6.44,7.19
11/18/23 6:11,9.4,92.9,1.220609887,9.38,8.88,8.75,8.38,8.44,8.38,8.06,7.31,6.75,6.44,7.19
11/18/23 6:15,9.4,92.9,1.220609887,9.38,8.94,8.88,8.63,8.56,8.5,8.06,7.31,6.81,6.44,7.19
11/18/23 6:19,9.2,93,1.218998897,9.44,9,8.81,9.88,8.5,8.44,8.06,7.31,6.75,6.44,7.19
11/18/23 6:23,9.2,93,1.218325231,9.44,9.19,9.13,10.25,8.81,8.69,8.13,7.38,6.75,6.44,7.19
11/18/23 6:27,9.2,93,1.215293733,9.44,9.13,9,10.13,8.75,8.63,8.19,7.38,6.81,6.44,7.19
11/18/23 6:31,9.2,93,1.220009396,9.5,8.94,8.75,9.94,8.56,8.5,8.13,7.38,6.81,6.44,7.19
11/18/23 6:35,9.4,93,1.21959903,9.5,8.88,8.81,9.88,8.5,8.44,8.13,7.38,6.81,6.44,7.19
11/18/23 6:39,9.4,93,1.218925125,9.5,9.19,9.13,10.25,8.81,8.75,8.25,7.38,6.81,6.44,7.19
11/18/23 6:43,9.2,93.1,1.214620067,9.5,9.06,9.06,10.19,8.75,8.69,8.25,7.44,6.81,6.44,7.19
11/18/23 6:47,9.2,93.1,1.219167313,9.56,9.19,9.13,10.19,8.81,8.75,8.25,7.38,6.81,6.44,7.19
11/18/23 6:51,9.4,93.1,1.218588173,9.56,9.06,9,10.06,8.75,8.69,8.25,7.44,6.81,6.44,7.19
11/18/23 6:55,9.4,93.1,1.22313703,9.56,9.06,9.13,10.25,8.81,8.69,8.25,7.44,6.81,6.44,7.19
11/18/23 6:59,9.4,93.1,1.224147887,9.56,9.13,9.06,10.19,8.75,8.69,8.25,7.44,6.81,6.44,7.19
11/18/23 7:03,9.4,93.1,1.227854362,9.63,9.19,9.19,10.31,8.94,8.88,8.38,7.44,6.81,6.44,7.19
11/18/23 7:07,9.4,93.2,1.228528267,9.63,9.19,9.19,10.25,8.88,8.81,8.38,7.44,6.88,6.44,7.19
11/18/23 7:12,9.4,93.2,1.233077124,9.63,9.06,9.06,8.63,8.75,8.69,8.38,7.5,6.81,6.44,7.19
11/18/23 7:16,9.4,93.2,1.22751741,9.69,9.06,9,10.13,8.75,8.63,8.25,7.5,6.88,6.44,7.19
11/18/23 7:20,9.4,93.2,1.232908648,9.69,9,8.75,10,8.63,8.56,8.25,7.5,6.88,6.44,7.19
11/18/23 7:24,9.4,93.3,1.228359791,9.69,9,8.81,9.94,8.56,8.56,8.19,7.5,6.88,6.44,7.19
11/18/23 7:28,9.4,93.3,1.234424933,9.69,9.31,9.25,10.31,8.88,8.81,8.31,7.5,6.88,6.44,7.19
11/18/23 7:32,9.3,93.2,1.226457938,9.69,9.44,9.44,10.5,9.06,8.94,8.44,7.5,6.88,6.44,7.19
11/18/23 7:36,9.3,93.2,1.227131723,9.75,9.38,9.38,10.44,9.06,9,8.5,7.5,6.88,6.44,7.19
11/18/23 7:40,9.5,93.2,1.223353457,9.75,9.25,9.25,10.25,8.88,8.81,8.44,7.56,6.88,6.44,7.19
11/18/23 7:44,9.5,93.2,1.224364492,9.75,9.13,9.06,10.19,8.88,8.81,8.44,7.56,6.88,6.44,7.19
11/18/23 7:48,9.6,93.3,1.234019064,9.75,8.81,8.69,10,8.56,8.56,8.31,7.5,6.88,6.44,7.19
11/18/23 7:52,9.6,93.3,1.242782925,9.75,8.44,8.31,9.69,8.31,8.31,8.19,7.5,6.88,6.44,7.19
11/18/23 7:56,9.3,93.3,NaN,9.75,8.13,8,9.38,8,8,8,7.5,6.88,6.44,7.19
11/18/23 8:00,9.3,93.3,NaN,9.75,7.88,7.75,7.5,7.81,7.81,7.88,7.44,6.88,6.44,7.19
11/18/23 8:04,8.8,93.2,1.234964844,9.69,7.31,7.19,6.75,7.25,7.31,7.56,7.44,6.88,6.44,7.19
11/18/23 8:08,8.8,93.2,1.238330788,9.63,7.06,6.94,8.44,7,7.13,7.38,7.38,6.88,6.44,7.19
11/18/23 8:12,8.3,93,1.230338231,9.56,6.81,6.69,6.5,6.75,6.88,7.19,7.31,6.88,6.44,7.19
11/18/23 8:16,8.3,93,1.234037485,9.5,6.63,6.56,7.81,6.56,6.69,7.06,7.25,6.88,6.44,7.19
11/18/23 8:20,7.7,92,1.242799527,9.38,6.44,6.25,6,6.38,6.44,6.88,7.25,6.88,6.44,7.19
11/18/23 8:24,7.7,92,1.238600312,9.31,6.13,6.06,7.19,6.19,6.19,6.75,7.19,6.88,6.44,7.19
11/18/23 8:28,7.2,90.2,1.234644352,9.19,6.06,5.94,7,6,6.13,6.63,7.13,6.81,6.44,7.19
11/18/23 8:32,7.2,90.2,NaN,9.06,5.94,5.81,7,5.94,6,6.5,7.13,6.81,6.44,7.19
11/18/23 8:36,6.9,90.1,NaN,8.94,5.63,5.5,5.06,5.56,5.69,6.31,7.06,6.88,6.44,7.19
11/18/23 8:40,6.9,90.1,NaN,8.81,5.56,5.44,6.19,5.5,5.63,6.25,7.06,6.81,6.44,7.19
